Text,entities,entity_types,Combined
"For the male side of the top 25 , the DialIdol predictions were drastically changed when the Pacific Coast started voting .",['DialIdol'],['Application'],['Dialdol']
"Like most modern fantasy franchises , Asghan : The Dragon Slayer is littered with elements from J . R . R . Tolkien 's The Lord of the Rings story .",['Asghan : The Dragon Slayer'],['Application'],['Asghan : The Dragon Slayer']
Adds ability to save webpages as standalone web applications .,['web applications'],['Application'],['web applications']
The game was released as Virtual Villagers : Origins with more options for iOS in April 2012 and later for Android devices .,"['Virtual Villagers', 'iOS']","['Application', 'Operating_System']","['Virtual Villagers : Origins', 'iOS', 'Android', 'Virtual Villagers : Origins', 'iOS', 'Android']"
"Prior to some heavy optimisation in revision 0.27 , Monotone 's emphasis on correctness over optimisation was often blamed for poor initial experiences .",['Monotone'],['Application'],"['Monotone', 'Monotone']"
"Fault tolerance is particularly sought after in high-availability , mission-critical , or even life-critical systems .","['Fault tolerance', 'high-availability', 'mission-critical', 'life-critical systems']","['General_Concept', 'General_Concept', 'Application', 'Application']","['Fault tolerance', 'high-availability', 'mission-critical', 'life-critical systems', 'Fault tolerance']"
"Additionally , TeX documents can be shared by rendering the LaTeX file to Rich Text Format ( * .rtf ) , XML , or the container format .","['TeX', 'LaTeX', 'XML']","['Application', 'Application', 'Protocol']","['TeX', 'LaTeX', 'XML']"
It is a crossover of the Story of Seasons video game series and the Doraemon franchise .,"['Story of Seasons', 'Doraemon']","['Application', 'Application']","['Story of Seasons', 'Doraemon']"
Post-release content is continually added to Grand Theft Auto Online through free title updates .,['Grand Theft Auto Online'],['Application'],['Grand Theft Auto Online']
"It was ported to the ZX Spectrum and the Amstrad CPC by Gremlin Graphics , to the TurboGrafx-16 ' s Super CD-ROM² System and the Commodore 64 by DMA Design , to the Mega Drive by WJS Design , to the Atari Lynx by Digital Developments , to the Master System by TecMagik , and to the FM Towns by Tim Ansell of Creative Assembly .","['ZX Spectrum', 'Amstrad CPC', 'TurboGrafx-16', 'Mega Drive', 'Atari Lynx', 'TecMagik', 'FM Towns']","['Operating_System', 'Device', 'General_Concept', 'Operating_System', 'General_Concept', 'Application', 'Device']","['ZX Spectrum', 'Amstrad CPC', 'TurboGrafx - 16', 'Mega Drive', 'Atari Lynx', 'FM Towns']"
"It covers subjects related to computer graphics and visualization techniques , systems , software , hardware , and user interface issues .",['visualization'],['Application'],"['visualization', 'hardware', 'user interface']"
"The phone measures 56.5 x 106 x 14.2mm and weighs 115g , making it slightly taller and heavier than the Xperia mini but its specs are similar .",['Xperia mini'],['Application'],['Xperia mini']
"Functionality that people may be after might overlap with non-internet services , such as traditional post , Bluetooth , or wakie-talkie .",['wakie-talkie'],['Application'],"['Bluetooth', 'wakie - talkie']"
Some features of DataMapper :,['DataMapper'],['Application'],['DataMapper']
"After the player escapes with the help of their party members , they find the person who exiled them ten years ago , who sends the protagonist on a mission to seek out the remaining Jedi to fight against the Sith .",['Jedi'],['Application'],['Jedi']
The original Street Fighter II features a roster of eight playable World Warriors .,"['Street Fighter II', 'World Warriors']","['Application', 'Application']","['Street Fighter II', 'World Warriors']"
"Common uses for radio waves in the VHF band are Digital Audio Broadcasting ( DAB ) and FM radio broadcasting , television broadcasting , two-way land mobile radio systems ( emergency , business , private use and military ) , long range data communication up to several tens of kilometers with radio modems , amateur radio , and marine communications .","['VHF band', 'FM', 'radio modems']","['Algorithm', 'Application', 'General_Concept']","['emergency', 'business', 'private use', 'military', 'marine communications', 'VHF band', 'Digital Audio Broadcasting', 'FM modems']"
"In June 2021 , 21st Century Software Inc announced that it had licensed the z/VSE source code from IBM with the intention of developing new versions of the operating system .","['z/VSE', 'operating system']","['Application', 'General_Concept']","['z/VSE', 'z / VSE', 'operating system']"
"Rock , Paper , Shotgun found the game better than Commandos 2 and Desperados : Wanted Dead or Alive .","['Commandos 2', 'Desperados : Wanted Dead or Alive']","['Application', 'Application']","['Commandos 2', 'Desperados : Wanted Dead or Alive']"
"Kud Wafter'''s story revolves around , the male protagonist from Little Busters !",['Little Busters !'],['Application'],"['Kud Wafter', 'Little Busters !']"
"Versions up to 3.15 used the name Canon PowerShot Converter , starting with v3.40 the name was Raw Photo Decoder , switching to Raw Photo Decoder "" dcraw "" in v5.70 .","['Raw', 'Raw', 'dcraw']","['Application', 'Application', 'Algorithm']","['Canon PowerShot Converter', 'Raw Photo Decoder', 'dcraw', 'Canon PowerShot', 'Raw Photo Decoder', 'Raw Photo Decoder', 'dcraw']"
An unofficial project is underway to recreate the Bike or Die !,['Bike or Die !'],['Application'],['Bike or Die !']
"Both Contra III and Super Probotector were included in Contra : Anniversary Collection , a compilation of classic Contra games .","['Contra III', 'Super Probotector', 'Contra', 'Contra']","['Application', 'Application', 'Application', 'Application']","['Contra III', 'Proector', 'Contra', 'Contra']"
"Gameplay mechanics in Jazz are very similar to Zool'''s , with the exception of not being able to destroy the enemies by simply jumping at them ( which was not added until the second game ) . The game is set in a fantasy world based on Aesop 's "" The Tortoise and the Hare "" , in which the enmity between tortoises and hares continues even after three thousand years .","['Hare', 'hares']","['Application', 'Application']","['Jazz', 'fantasy', 'tort', 'ha']"
"Additionally AMD wants to grant interested developers the kind of low-level "" direct access "" to their GCN-based GPUs , that surpasses the possibilities of Direct3D 12 or Vulkan .",['Vulkan'],['Application'],"['GPU', 'Direct3', 'Vulkan']"
"After a real difficult battle , the General 's Zeppelin is shot down .",['Zeppelin'],['Application'],['Zeppelin']
"The PlayStation 2 version of FIFA 08 received a "" Double Platinum "" sales award from the Entertainment and Leisure Software Publishers Association ( ELSPA ) , indicating sales of at least 600,000 copies in the United Kingdom .","['PlayStation 2', 'FIFA 08']","['Device', 'Application']","['PlayStation 2', 'FIFA 08']"
"On March 27 , 2018 , Tenor was acquired by Google .","['Tenor', 'Google .']","['Application', 'Application']","['Ten', 'Google']"
"In April 2011 , Spacetime Studios celebrates the anniversary of its fantasy mobile mmo , Pocket Legends release .","['Spacetime Studios', 'fantasy', 'mmo', 'Pocket Legends']","['Protocol', 'Application', 'Application', 'Protocol']","['Pocket Legends', 'fantasy', 'Pocket Legends']"
"The trailer was created by animation company Digital Domain , which had previously collaborated on other Halo commercials .",['Halo'],['Application'],['Halo']
"Most BSD family operating systems also switched to GCC shortly after its release , although since then , FreeBSD , OpenBSD and Apple macOS have moved to the Clang compiler , largely due to licensing reasons .","['BSD', 'operating systems', 'GCC', 'FreeBSD', 'OpenBSD', 'Apple macOS', 'Clang', 'compiler']","['Operating_System', 'General_Concept', 'Application', 'Operating_System', 'Operating_System', 'Application', 'Application', 'Language']","['BSD', 'FreeBSD', 'OpenBSD', 'macOS', 'BSD', 'operating systems', 'GCC', 'FreeBSD', 'OpenBSD', 'macOS', 'Clang', 'compiler']"
"The IBM System/360 Model 85 is a high-end member of the System/360 family of computers , with many advanced features , and was announced in January 1968 and first shipped in December 1969 .","['IBM System/360 Model 85', 'System/360']","['Device', 'Application']","['IBM System / 360 Model 85', 'System / 360']"
"It integrates with the Group Policy Configuration MMC snap-in and adds change control , offline editing , and delegation capabilities .",['MMC snap-in'],['Application'],"['Group Policy Configuration MMC snap-in', 'M', 'delegation']"
"The information that flows in these pipelines is often a stream of records , bytes , or bits , and the elements of a pipeline may be called filters ; this is also called the pipe(s ) and filters design pattern .","['pipelines', 'stream', 'pipeline', 'filters', 'filters']","['Operating_System', 'Architecture', 'Operating_System', 'Application', 'Application']","['pipeline', 'by', 'pipeline']"
"The supported sampling techniques are : Monte carlo , Latin Hypercube and Quasi-random LPt .",['Monte carlo'],['Application'],"['Hypercu', 'Quasi - random LP']"
An additional single-player campaign called StarCraft II : Nova Covert Ops was released in 2016 in three episodes .,['StarCraft II : Nova Covert Ops'],['Application'],['StarCraft II']
"Beyond the core specification there are 21 official extensions providing support for host options , plugin presets , time and units , port buffers , properties , groups and parameter labels , for sending MIDI , patches , UI events and more .",['plugin'],['Application'],['plugin']
It was released for the iOS operating system on 13 January 2012 and is available for the Apple iPad and iPhone .,"['iOS', 'operating system', 'Apple iPad', 'iPhone']","['Application', 'General_Concept', 'Device', 'Device']","['iPad', 'iPhone', 'iOS operating system', 'Apple iPad', 'iPhone']"
"Kat , Raven , Alias , and Yunica were added as a costume pack for LittleBigPlanet 2 , LittleBigPlanet PS Vita , and LittleBigPlanet Karting .","['LittleBigPlanet 2', 'LittleBigPlanet PS Vita', 'LittleBigPlanet Karting']","['Application', 'Application', 'Application']","['LittleBigPlanet 2', 'LittleBigPlanet PS', 'LittleBigPlanet Karting']"
The NGPT team collaborated closely with the NPTL team and combined the best features of both implementations into NPTL .,"['NPTL', 'NPTL']","['Application', 'Application']","['NGP', 'NP', 'NPTL']"
"Initially exclusive to the GEnie online service , it opened in February 1993 , and later that year it caused Computer Gaming World to create the new category of "" Online Game of the Year "" so it could be awarded to CyberStrike .","['GEnie', 'Online Game', 'CyberStrike']","['Language', 'Application', 'Application']","['GEnie', 'CyberStrike']"
"Ticket offices at JR stations equipped with MARS terminals are called , selling tickets of all JR Group trains and partly highway buses and route buses and ferries .",['MARS'],['Application'],['MARS']
OLED ThinkShutterNvidia graphics cards switch with Optimus Technology .,['Optimus'],['Application'],['Optimus Technology']
"Due to different goals and vision from the XBMC team , they soon forked the code to become Plex , and published it on GitHub .","['XBMC', 'Plex', 'GitHub']","['Application', 'Application', 'Application']","['XBMC', 'Plex', 'X', 'GitHub']"
"MagicISO also installs a context menu through the file C:\MagicISO\misosh64.dll ( if installed to default directories ) which is not removed with the software when uninstalled , rather , it remains on your system and is not easily removed .",['MagicISO'],['Application'],"['MagicISO', 'MagicISO', 'C', 'MagicISO']"
"Bionicle was unique among Lego toy lines at the time in that it encompassed both toys and video games , with the setting of the toys being explained through games .",['Bionicle'],['Application'],"['Bionicle', 'Lego']"
"Mother also shares similarities with its sequel , such as the game save option through phoning Ninten 's father , an option to store items with Ninten 's sister at home , and an automated teller machine for banking money .","['Mother', 'Ninten', 'Ninten']","['Application', 'Application', 'Application']",['Mother']
The Information Resources Management Journal ( IRMJ ) is a quarterly peer-reviewed applied research academic journal which focuses on information technology management .,"['Information Resources Management Journal', 'IRMJ', 'information technology management']","['Application', 'Application', 'Application']","['Information Resources Management Journal', 'IMJ', 'information technology']"
Many elements are similar to the 1994 Raptor : Call of the Shadows .,['Raptor : Call of the Shadows'],['Application'],['Raptor : Call of the Shadows']
"A NoSQL ( originally referring to "" non-SQL "" or "" non-relational "" ) database provides a mechanism for storage and retrieval of data that is modeled in means other than the tabular relations used in relational databases .","['NoSQL', 'storage', 'retrieval', 'relational databases']","['General_Concept', 'General_Concept', 'Application', 'Application']","['NoSQL', 'retrieval', 'relational databases']"
The term Harding test is generically understood to mean an automatic test for photosensitive epilepsy ( PSE ) provocative image sequences in television content .,['Harding test'],['Application'],['Harding test']
"According to a national ranking of how well bishōjo games sold nationally in Japan , the One : Kagayaku Kisetsu e Memorial Selection Windows release ranked in on seven separate occasions .","['bishōjo games', 'One : Kagayaku Kisetsu e', 'Windows']","['Application', 'Application', 'Application']","['bishōjo games', 'One : Kagayaku Kisetsu e Memorial Selection', 'Windows']"
""" Xbox Live Rewards "" is a current promotion providing Xbox Live members with Reward Points ( not to be confused with the defunct Microsoft Points ) when they renew their Gold Membership , buy something on the Marketplace , etc .","['Xbox Live', 'Xbox Live', 'Microsoft Points']","['Application', 'Application', 'Device']","['Xbox', 'Xbox', 'Microsoft Points']"
"When Joanna agrees to join the Carrington Institute to stop dataDyne , Carrington explains that Zeigler had been working on an algorithm capable of decoding extraterrestrial glyphs at a dig site in South America .",['glyphs'],['Application'],['g']
The weight ( size ) of each subdirectory under the current directory ( -d 1 ) with a sum total at the end ( -c ) all displayed in human-readable format ( -h ) :,"['subdirectory', 'directory', 'human-readable format']","['Application', 'Application', 'General_Concept']","['##ector', 'c', 'human - readable']"
"Retrospectively in 2019 , Retro Gamer said that the R360 helped represent Sega 's massive presence in the arcade game market for its unique and interesting idea , writing that it is "" the pinnacle of what could be achieved in videogames at the time and shows the dominance Sega had in the industry. """,['R360'],['Application'],['R360']
"Used in protected mode to control operations such as virtual-8086 support , enabling I/O breakpoints , page size extension and machine-check exceptions .","['protected mode', 'I/O', 'page size extension', 'machine-check exceptions']","['Application', 'General_Concept', 'General_Concept', 'Device']","['protected mode', 'page size']"
Candlestick chart are similar to box plots .,"['Candlestick chart', 'box plots']","['Application', 'Application']","['Candlestick chart', 'box plots']"
"Front Mission 4 , also known in Japan as is a tactical role-playing game developed and published by Square Enix Co. , Ltd . as the fourth main entry and sixth entry overall in the Front Mission series .","['Front Mission 4', 'Front Mission']","['Application', 'Application']","['Front Mission 4', 'Front Mission']"
"Google Play offers over five million ebooks available for purchase , and users can also upload up to 1,000 of their own ebooks in the form of PDF or EPUB file formats .","['Google Play', 'PDF']","['Application', 'Application']","['Google Play', 'PDF']"
"It was later re-released for the Wii through the Virtual Console market place on March 24 , 2010 ; this marked the title 's debut in PAL regions .","['the Wii', 'Virtual Console']","['Operating_System', 'Application']","['the Wii', 'Virtual Console']"
"Zoomracks , introduced in 1985 , represented data in a form that was visually represented by filing cards , known as "" QUICKCARD "" s . Cards could be designed within the program as "" templates "" , using general-purpose data fields known as "" FIELDSCROLL "" s , which could hold up to 250 lines of 80 characters .",['Zoomracks'],['Application'],['##rack']
"Next is the Sword Cursor , much like the one seen at the end of King 's Quest VI ( during the Alhazred sword battle ) .","[""King 's Quest VI""]",['Application'],"[""King ' s Quest VI""]"
"Wired ranked the game 10th in its list of "" The 15 Most Influential Games of the Decade "" for popularizing "" exploration , puzzle-solving , platforming and story "" among first-person shooters , saying that the game was "" breaking the genre free from the clutches of Doom "" .",['Doom'],['Application'],['Doom']
"Eufloria has been described as a simple but charming game with calming music , graphics , and gameplay .",['Eufloria'],['Application'],['Eufloria']
"Infer.NET follows a model-based approach and is used to solve different kinds of machine learning problems including standard problems like classification , recommendation or clustering , customized solutions and domain-specific problems .",['Infer.NET'],['Application'],"['Infer . NET', 'clustering']"
"A model – view – controller allows flexible structures in which the interface is independent of and indirectly linked to application functions , so the GUI can be customized easily .",['GUI'],['Application'],"['controller', 'GUI']"
"They also added that original characters like Kirby were the stars of the Game Boy rather than established characters such as Link , Mario , Samus Aran , and Pit .","['Kirby', 'Game Boy', 'Mario']","['Application', 'Device', 'Application']","['Kirby', 'Game Boy', 'Mario']"
"PostGIS Spatial extensions for the open source PostgreSQL database , allowing geospatial queries .","['PostGIS', 'Spatial extensions', 'PostgreSQL', 'geospatial']","['Application', 'Algorithm', 'Application', 'General_Concept']","['PostGIS', 'open source', 'Postgre', 'g']"
"Reviews of this version were largely negative , with CheatCentral noting : "" In a nutshell , they 've taken footage of someone playing Dragon 's Lair 3D and turned it into an interactive cartoon , much like the original Dragon 's Lair .","[""Dragon 's Lair 3D"", ""Dragon 's Lair""]","['Application', 'Application']","[""Dragon ' s Lair"", ""Dragon ' s Lair""]"
"The Dynatrace Software Intelligence Platform uses AI to provide infrastructure monitoring , applications and microservices monitoring , application security , digital experience , business analytics , and capabilities .","['Dynatrace', 'Software Intelligence', 'AI', 'infrastructure monitoring', 'business analytics']","['Application', 'General_Concept', 'Application', 'Application', 'Algorithm']","['##tra', 'Software Intelligence', 'AI']"
"The language icon was adopted into the widely-used "" Font Awesome "" icon package in Font Awesome version 4 in 2014 .",['language icon'],['Application'],"['F', 'Font Awesome']"
Samsung Galaxy A3 ( 2016 ) or Samsung Galaxy A3 2016 Edition is an Android smartphone produced by Samsung Electronics .,"['Samsung Galaxy A3', 'Samsung Galaxy A3', 'Android', 'smartphone']","['Application', 'Application', 'Application', 'Application']","['Samsung Galaxy A3', 'Samsung Galaxy A3', 'Android', 'smartphone', 'Samsung']"
"With a asynchronous API call , however , the call site is not blocked while waiting for the called code to finish , and instead the calling thread is notified when the reply arrives .",['API'],['Application'],"['as', 'API', 'thread']"
"Unlike most RTS games , Trash has a client – server architecture for networking , so people behind a firewall can host games .","['Trash', 'client – server architecture', 'firewall']","['Application', 'Operating_System', 'Application']","['Trash', 'Trash', 'client – server architecture', 'firewall']"
Adam Ryland originally developed Extreme Warfare as a collectible card game with a wrestling theme .,['Extreme Warfare'],['Application'],['Extreme Warfare']
"On July 19 , 2016 , NBCUniversal announced Mattel 's license acquisition to produce toys based on the Jurassic Park franchise after Hasbro 's rights expired in 2017 .",['Jurassic Park'],['Application'],['Park']
A Boy and His Blob : Trouble on Blobolonia is a puzzle-platform game developed by Imagineering and published by Absolute Entertainment for the Nintendo Entertainment System ( NES ) .,['A Boy and His Blob : Trouble on Blobolonia'],['Application'],['A Boy and His Blob : Trouble on Blobolonia']
The soundbar housed four 3″ full range drivers and two 1″ tweeters while the subwoofer housed one 8″ dual voice coil driver .,"['soundbar', 'subwoofer']","['Device', 'Application']","['soundbar', 'subwoof']"
"Although Bachman described the concept of navigation in abstract terms , the idea of navigational access came to be associated strongly with the procedural design of the CODASYL Data Manipulation Language .","['procedural', 'CODASYL', 'Data Manipulation Language']","['Application', 'Language', 'Language']","['CODASYL Data Manipulation Language', 'CODASYL Data Manulation Language']"
"The 4004 was also used in the first microprocessor-controlled pinball game , a prototype produced by Dave Nutting Associates for Bally in 1974 .","['4004', 'pinball']","['General_Concept', 'Application']","['4004', 'pinball']"
"While DSP-based softmodems usually only require host attention during startup , pure software modems consume some CPU cycles on the host , which can conceivably slow down application software on older computers .","['softmodems', 'pure software modems', 'CPU', 'application software']","['Device', 'Device', 'General_Concept', 'Application']","['DSP-based softmodems', 'pure software modems', 'older computers', 'softmodems', 'software modems']"
"Calling himself "" ShaddowDude "" , Skidd helps Ratchet and Clank on their assigned mission on Aquatos , despite frequently chickening out and letting Ratchet do all the fighting .",['Ratchet and Clank'],['Application'],[]
"Rick Maurer 's port of Taito 's Space Invaders , released in 1980 , is the first VCS game to have more than one million copies sold — eventually doubling that within a year and totaling more than cartridges by 1983 .","['Space Invaders', 'cartridges']","['Application', 'Protocol']","[""Tai ' s"", 'Space Invaders', 'cartridges']"
"Harmonix attempted to crowdfund the development of Rock Band 4 for personal computers through Fig ( which Harmonix 's Rigopulos had become a board member of ) , but this failed to meet the target goal , though Harmonix had not ruled out other means to bring the series to personal computers through other means .",['Rock Band 4'],['Application'],"['Rock Band 4', 'personal computers', 'personal computers']"
"On the face of it , it seems that people who must attend countless meetings are the ones who need online diary planners the most .",['online diary planners'],['Application'],['online diary planners']
"To Thursten , the Deep Roads ' visuals seemed more dramatic and expansive due to the graphical capabilities of the game 's Frostbite engine , and the revelations of certain esoteric mysteries at the conclusion of the pack would interest "" hardcore Dragon Age lore fans "" .",['Dragon Age'],['Application'],"['Deep Roads', 'Frostbite engine']"
Michael Kamper served as BioShock 2s audio lead ; he joined 2K Marin after the closure of Electronic Arts Chicago .,['BioShock 2s'],['Application'],['BioShock 2']
Seo Yong Song - An 18-year-old taekwondo master who was the Middleweight champion in the World Taekwondo Championship during the previous year .,"['Seo Yong Song', 'taekwondo', 'Taekwondo']","['Application', 'Application', 'Application']","['taek', 'Taek']"
"In the language Rust , the type system has been extended to include also the variables lifetimes and resource acquisition is initialization .","['Rust', 'resource acquisition is initialization']","['Application', 'Application']",['Rust']
Zlango also appeared in the Israeli Children 's Channel as a game show .,['Zlango'],['Application'],['Zlango']
The Olympus C-730UZ is a digital camera manufactured by Olympus .,"['Olympus C-730UZ', 'digital camera']","['Algorithm', 'Application']","['Olympus C - 730UZ', 'digital camera']"
"Off-Road Velociraptor Safari is a free downloadable vehicle combat video game released on January 29 , 2008 by Flashbang Studios .",['Off-Road Velociraptor Safari'],['Application'],['Off - Road Velociraptor Safari']
"Qwark , still shrunken , is taken to Ratchet and Clank 's apartment , where he starts telling exaggerated stories of his heroic deeds to Ratchet 's clones .",['Ratchet and Clank'],['Application'],['Q']
"The game was released for Windows in August 2021 and was ported to Xbox Series X/S on June 23 , 2022 .","['Windows', 'Xbox Series X/S']","['Application', 'Device']","['Xbox Series X/S', 'Xbox Series X / S']"
"At the time of its release , the Tungsten T5 ( along with the Treo 650 ) was plagued with memory inefficiency problems , third-party application issues , and device driver crashes , due to the new Non-Volatile File System .","['Tungsten T5', 'Treo 650', 'memory', 'Non-Volatile File System']","['Application', 'Application', 'General_Concept', 'Operating_System']","['Tungsten T5', 'Treo 650', 'Non -']"
Sabotain : Break the Rules is a Russian video game developed by Avalon Style Entertainment and published by Akella in November 2004 .,['Sabotain : Break the Rules'],['Application'],['Sabotain : Break the Rules']
"Recommender systems have since become ubiquitous in the online world , with leading vendors such as Amazon and Netflix deploying highly sophisticated recommender systems .","['Recommender systems', 'ubiquitous', 'Amazon', 'recommender systems']","['Application', 'Architecture', 'Application', 'Application']","['Recommender systems', 'Amazon', 'recommender systems']"
"The Am2045 device has 336 32-bit RISC-DSP fixed-point processors and 336 2-kibibyte memories , which run at up to 300MHz . It has an Eclipse-based integrated development environment including editor , compiler , assemblers , simulator , configuration generator , source-code debugger and video/image -processing , signal-processing , and video-codec libraries .","['Eclipse-based', 'integrated development environment', 'assemblers', 'debugger']","['Application', 'Application', 'Language', 'Application']","['Eclipse-based integrated development environment', 'editor', 'compiler', 'assemblers', 'simulator', 'configuration generator', 'source-code debugger', 'R', 'integrated development environment', 'editor', 'compiler', 'assemblerslator']"
"At Boybrush 's prompting , Guybrush decides to tell him the story of how he found the secret of Monkey Island .",['the secret of Monkey Island'],['Application'],"['##brushbrush', 'Monkey Island']"
"Of course , most real world GUI applications would prefer to use a layout-manager instead of placing everything on absolute co-ordinates .",['GUI'],['Application'],"['GUI', 'layout manager']"
"The One concludes that "" [ Skull & Crossbones ] is n't the greatest or most polished beat ' em up in existence "" but is ' good and entertaining ' .","[""beat ' em up""]",['Application'],"['Skull & Crossbones', ""beat ' em up""]"
"The first Go server that started operating is the Internet Go Server ( IGS ) , which began service in 1992 and is still active as of 2021 .","['Internet Go Server', 'IGS']","['Application', 'Application']","['Go', 'server', 'Internet Go Server']"
"The user enters and edits a line , but it is held locally within the terminal emulator as it is being edited .",['terminal emulator'],['Application'],['terminal emulator']
"They also wished to compete with some of the newer action-adventure games on the market , which were providing heavy competition , and include gameplay ideas from Shenmue and the Metal Gear series .","['Shenmue', 'Metal Gear series']","['Application', 'Application']","['Shenmue', 'Metal Gear']"
It is a 3D version of the 1982 dual-stick shooter Robotron : 2084 .,['Robotron : 2084'],['Application'],['Robotron : 2084']
There are also functions that make it possible to rename multiple files via Emacs search and replace capabilities or apply regular expressions for marking ( selecting ) multiple files .,"['Emacs', 'regular expressions']","['Application', 'Language']","['Emacs', 'Emacs', 'regular expressions']"
"It has an Intel 80186 CPU at 8MHz and a 1.2 MB 5¼-inch 2HD ( high density ) floppy drive . The FM-16β failed because it bundled CP/M -86 , not MS-DOS , and was marketed by Fujitsu 's Electronic Devices department instead of the Computers department .","['Intel 80186', 'CPU', 'floppy drive', 'CP/M -86', 'MS-DOS']","['Device', 'General_Concept', 'Device', 'Operating_System', 'Application']","['floppy drive', 'CP/M -86', 'MS-DOS', 'Intel 80186', 'CPU', 'floppy drive', 'CP / M - 86', 'MS - DOS']"
"The game was , apart from differences in interface and unit statistics for balancing , ( For example , the MLRS units in JFE have much longer range than in Real War ) virtually identical to the Real War games released for civilian market .","['Real War', 'Real War']","['Application', 'Application']","['Real War', 'M', 'Real War', 'Real War']"
"For Android , Ionic supports Android 4.4 and up .","['Android', 'Ionic', 'Android']","['Application', 'General_Concept', 'Application']","['Android', 'Ionic', 'Android']"
"In the final product , the player can press a button to summon the Cheshire Cat at any time , though he merely provides cryptic advice on the current situation and does nothing to aid Alice if she is being attacked .",['Alice'],['Application'],['Cheshire Cat']
"Many critics pointed to the game 's "" quintessential roguelike RPG "" nature as a drawback because it required a great deal of grinding to progress in the game , though some critics enjoyed the difficulty of the game .",['grinding'],['Application'],['grinding']
Lieberman and Kohl characterized the suit as a publicity stunt intended to boost holiday sales of Daggerfall .,['Daggerfall'],['Application'],['Daggerfall']
"is a new FOSS CP/M 2.2-compatible operating system which originally contained no DR code . Since Bryan Sparks , the president of DR owners Lineo , granted in 2022 to modify and redistribute CP/M code , developer David Given is updating CPMish with some parts of the original DR CP/M . Some CP/M compatible operating systems extended the basic functionality so far that they far exceeded the original , for example the multi-processor capable TurboDOS . A number of CP/M -80 derivatives existed in the former Eastern Bloc under various names , including SCP ( ) , SCP/M , CP/A , CP/J , CP/KC , CP/KSOB , CP/L , CP/Z , MICRODOS , BCU880 , ZOAZ , OS/M , TOS/M , ZSDOS , M/OS , COS-PSA , DOS-PSA , CSOC , CSOS , CZ-CPM and others .","['CP/M', 'operating system', 'CP/M', 'CP/M', 'CP/M', 'operating systems', 'multi-processor', 'TurboDOS', 'CP/M -80', 'DOS-PSA']","['Application', 'General_Concept', 'Application', 'Application', 'Application', 'General_Concept', 'Operating_System', 'Operating_System', 'Application', 'Operating_System']","['CP/M', 'CP/Mish', 'TurboDOS', 'CP/M -80', 'SCP', 'SCP/M', 'CP/A', 'CP/J', 'CP/KC', 'CP/KSOB', 'CP/L', 'CP/Z', 'MICRODOS', 'BCU880', 'ZOAZ', 'OS/M', 'TOS/M', 'ZSDOS', 'M/OS', 'COS-PSA', 'DOS-PSA', 'CSOC', 'CSOS', 'CZ-CPM', 'FOSS', 'CP / M', 'operating system', 'CP / M', 'CP / M', 'CP / M', 'operating systems', 'multi processor', 'TurboDOS', 'CP / M - 80']"
The planetary exploration of the original Mass Effect was revamped entirely .,['Mass Effect'],['Application'],['Mass Effect']
"The server has fulfilled a request for the resource , and the response is a representation of the result of one or more instance-manipulations applied to the current instance . Indicates multiple options for the resource from which the client may choose ( via agent-driven content negotiation ) . For example , this code could be used to present multiple video format options , to list files with different filename extensions , or to suggest word-sense disambiguation . This and all future requests should be directed to the given URI . The HTTP/1.0 specification ( RFC 1945 ) required the client to perform a temporary redirect with the same method ( the original describing phrase was "" Moved Temporarily "" ) , but popular browsers implemented 302 redirects by changing the method to GET .","['server', 'content negotiation', 'word-sense disambiguation', 'URI', 'HTTP/1.0', '302 redirects']","['Application', 'Protocol', 'General_Concept', 'Protocol', 'Protocol', 'Protocol']","['HTTP/1.0', 'instance-manipulations', 'agent-driven content negotiation', 'URI', 'server', 'content negotiation', 'word - sense dimbiguation', 'URI', 'HTTP /', '302 redirects']"
Five Nights at Freddy 's is one example of this style of game .,"[""Five Nights at Freddy 's""]",['Application'],"[""Five Nights at Freddy ' s""]"
"As with other structures that stand in the beam , attenuation of radar returns from beyond windmills may also lead to underestimation .","['radar', 'windmills']","['Application', 'Application']","['radar', 'windmill']"
"When run in an Xcode Playground , Swift behaves like a scripting language , executing statements from top to bottom ; top-level code is allowed.Cocoa - and Cocoa Touch-based applications written in Swift are usually initialized with the @NSApplicationMain and @UIApplicationMain attributes , respectively .","['Xcode', 'Swift', 'top', 'Cocoa', 'Swift']","['Operating_System', 'Application', 'Device', 'Operating_System', 'Application']","['Xcode', 'Swift', 'scripting language', 'Cocoa', 'Cocoa', 'Swift']"
"In June 2015 , Amazon announced the Alexa Fund , a program that would invest in companies making voice control skills and technologies .","['Amazon', 'Alexa']","['Application', 'Application']","['Amazon', 'voice control']"
"In October 2022 , Need for Speed Unbound was announced to be using the Frostbite engine ; this marks developer Criterion Games ' first game using the engine .","['Need for Speed Unbound', 'Frostbite engine']","['Application', 'Operating_System']","['Need for Speed Unbound', 'Frostbite engine']"
"Famously genuine in investigate , our locale of expert and specialist craftsmen have been posting , teaming up , and helping each other like no other 3D workmanship site since Polycount started in 1997 .",['Polycount'],['Application'],['Polycount']
"In more recent years , the rights to the title and many other IPs from Toaplan are now owned by Tatsujin , a company named after Truxton'''s Japanese title that was founded in 2017 by Yuge , who are now affiliated with arcade manufacturer exA-Arcadia .",['Tatsujin'],['Application'],"['Tatsujin', 'T']"
