Text,entities,entity_types,Combined
DSi launch events were held on the western and eastern coasts of the United States .,['DSi'],['Device'],"['DSi', 'DSi']"
He called the PlayStation version the - best wrestling package ever released and should n't be missed by anyone with even a passing interest in wrestling. -,['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
Merlin continued to be updated as successors to the 6502 became available : first the 65C02 and later the 65816 and 65802 .,['Merlin'],['Device'],"['65802', '65816', 'Merlin']"
It also supports write-protected notes .,['write-protected'],['Device'],"['write-protected notes', 'write protected']"
IGN editor Cam Shea ranked it third on his top 10 list of Xbox Live Arcade games .,['Xbox Live Arcade'],['Device'],"['Xbox Live Arcade', 'Xbox Live Arcade']"
"Purchases used PlayStation Network Wallet funds , and worked in a manner similar to the PlayStation Store .",['PlayStation Network'],['Device'],"['PlayStation Network', 'PlayStation Network', 'PlayStation']"
"Once purchased , Qore programs became available on the PlayStation Store 's Download List .",['Qore'],['Device'],"['PlayStation', 'Qore']"
Microsoft offers free runtime versions of Microsoft Access which allow users to run an Access desktop application without needing to purchase or install a retail version of Microsoft Access .,['runtime'],['Device'],"['Access', 'runtime']"
"The version for button-operated/keypad -based mobile phones was released in November 2008 , the BlackBerry OS version on August 5 , 2009 , the Ninte version on August 5 , 2009 and the Nintendo DSi version on April 12 , 2010 .",['Nintendo DSi'],['Device'],"['Nintendo DSi', 'Nintendo DSi']"
"PlayStation Move supported mini-games and 3D support are available in the Collection , as well as trophies .",['PlayStation Move'],['Device'],"['PlayStation Move', 'PlayStation Move']"
The Norden bombsight demonstrated itself able to drop bombs within a few yards of its targets from altitudes between .,['Norden bombsight'],['Device'],"['Norden bombsight', 'Norden bombsight']"
Defines count and logical order and configures I/O address and timeout for LPT1 : device .,['LPT1'],['Device'],"['LPT1', 'LPT1']"
"In DOS , high memory area managers , such as HIMEM.SYS had the extra task of managing A20 and provided an API for opening/closing A20 .",['DOS'],['Device'],"['DOS', 'DOS']"
"Crash of the Titans is a 2007 platform beat ' em up video game developed by Radical Entertainment and published by Vivendi Games for the PlayStation 2 , PlayStation Portable , Wii and Xbox 360 .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
Electronic Arts had repeatedly raised the possibility of including a multiplayer mode to broaden the series  ' appeal ; it was dropped from the first game for design and budget reasons while Dead Space 2 includes it as a separate competitive mode .,['Dead Space 2'],['Device'],"['Dead Space 2', 'Dead Space 2']"
"MacWise emulates terminals including Wyse 50 , Wyse 60 , Wyse 370 , VT100 , VT220 , Adds Viewpoint , Prism and TV 925 .","['VT100', 'VT220']","['Device', 'Device']","['Wyse 50', 'Wyse 60', 'Wyse 370', 'VT100', 'VT220', 'TV 925', 'VT100']"
Retrieved on 2012-11-29.Heavy Fire : AfghanistanMastiff M Heavy Fire : Shattered SpearMastiffHeavy RainQuantic Dream M Heavy Rain - PlayStation 3 .,"['Heavy Fire', 'PlayStation']","['Device', 'Device']","['PlayStation 3', 'PlayStation']"
There are third-party mobile app distribution platforms currently on this list .,['platforms'],['Device'],"['platforms', 'platforms']"
"The game was also ported to the Game Boy as Play Action Football , and received a follow up on the Super NES titled Super Play Action Football in 1992 in North America only .",['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
"IBM uses many terms to describe its various magnetic disk drives , such as direct-access storage device ( DASD ) , disk file and diskette file .","['disk drives', 'disk', 'diskette']","['Device', 'Device', 'Device']","['diskette', 'disk drives', 'disk drives', 'disk', 'diskette']"
"Likewise , VideoGamess Gabe Soria commended both the Game Boy and Game Gear versions .",['Game Boy'],['Device'],"['Game Boy', 'Game Gear', 'Game Boy']"
"The envsys framework was the precursor to OpenBSD 's sysctl hw.sensors framework in 2003 , and many drivers , as well as some sensor types , have been ported back and forth between NetBSD and OpenBSD .",['NetBSD'],['Device'],"['hw.sensors', 'env', 'NetBSD']"
"Puzzle solving is also more prevalent than in the original game , and tends to be combined with tapping on the touchscreen to perform context sensitive actions .",['touchscreen'],['Device'],"['touchscreen', 'touchscreen']"
"PSK63 is now supported directly in KH6TY 's own QuikPSK software , as well as in Digipan , AA6YQ 's WinWarbler , F6CTE 's MultiPSK , AE4JY 's WinPSK , HB9DRV 's DM780 , PSK31 Deluxe , MMVARI , Fldigi , MIXW , and DL4RCK 's RCKRtty .","['PSK63', 'PSK31']","['Device', 'Device']","['PSK63', 'PS', 'PS']"
"Created by game designer Gunpei Yokoi , the product derived its name from it featuring a single game as well as a clock on an LCD screen .",['LCD screen'],['Device'],"['LCD screen', 'LCD screen']"
"In the United Kingdom , shortly after the release of Mario Kart 8 , week-on-week Wii U console sales rose 662% , with Mario Kart 8 bundles accounting for 82% of consoles sold .",['Wii U'],['Device'],"['Wii U', 'Wii U']"
"In October 2005 , a version was released for the Xbox , PlayStation 2 , and Microsoft Windows as part of the Taito Legends compilation .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"QuickDraw 3D , or QD3D for short , is a 3D graphics API developed by Apple Inc . ( then Apple Computer , Inc . ) starting in 1995 , originally for their Macintosh computers , but delivered as a cross-platform system .",['Macintosh computers'],['Device'],"['Macintosh computers', 'Macintosh']"
"An enhanced version of The Trilogy subtitled The Definitive Edition , including Grand Theft Auto III , was released for Windows , Nintendo Switch , PlayStation 4 , PlayStation 5 , Xbox One , and Xbox Series X/S on 11 November 2021 , to celebrate the game 's twentieth anniversary ; versions for Android and iOS devices are also in development .","['PlayStation 5', 'Xbox One', 'Xbox Series X/S']","['Device', 'Device', 'Device']","['Xbox Series X/S', 'Xbox One', 'PlayStation 5', 'Xbox One', 'Xbox Series X / S']"
"Super Robot Wars F Final Banpresto Banpresto Sci-Fi SAT Vanguard Bandits HumanWorking HumanWorking Fantasy PS1 War of Genesis Side Story I , The : Rhapsody of ZephyrThe Rhapsody of Zephyr Softmax Softmax Fantasy WIN Wachenröder Sega Sega Sci-Fi SAT X-COM : Collector 's Edition MythosMicroProse MicroProse Sci-Fi WIN ( Comp ) Compilation of UFO : Enemy Unknown , X-COM : Terror from the Deep and X-COM : Apocalypse .",['Vanguard Bandits'],['Device'],"['PS1', 'Vanguard Bandits']"
"The common traits , inherited from the previous-generation Surface Pro 3 , are a continuous kickstand , magnesium casing with a silver-colored back side , 802.11a/b/g/n/ac Wi-Fi radio , Bluetooth 4.0 Low Energy , full-size USB 3.0 port , microSD card reader , headset jack , Mini DisplayPort , Cover Port , and a renamed SurfaceConnect , a port on the side to connect a wall charger , Docking Station or Surface Dock accessories .","['Surface Pro 3', 'Surface']","['Device', 'Device']","['Surface Pro 3', 'Surface Dock', 'headset jack', 'Docking Station', 'SurfaceConnect', 'microSD card reader', 'Surface', 'magnesium', 'Bluetooth 4.0 Low Energy', 'USB 3.0', 'Mini DisplayPort', 'back side', 'Continuum', 'Surface Pro 3', 'Surface']"
"In 1997 , NEC introduced the PC98-NX series as a main personal computer line that conformed to the PC System Design Guide and were IBM PC compatible .","['personal computer', 'IBM PC']","['Device', 'Device']","['personal computer', 'personal computer', 'IBM PC']"
"In reality , the System/3 could not be a computer and a keypunch at the same time , so when it was a keypunch , no computing was possible .",['System/3'],['Device'],"['keypunch', 'System / 3']"
"Perl programming library for extending FVWM using Perl , scripting and pre-processing of configuration files .",['FVWM'],['Device'],"['FVWM', 'FVW']"
"Disk drives , which provide mass storage , are connected to the motherboard with one cable , and to the power supply through another cable .","['Disk drives', 'motherboard']","['Device', 'Device']","['Disk drives', 'Disk drives', 'motherboard']"
Windows Management Framework 3.0 was released for general availability in December 2012 and is included with Windows 8 and Windows Server 2012 by default .,['Windows Server 2012'],['Device'],"['Windows Server 2012', 'Windows Server 2012']"
"On August 12 , 2010 , System 3 announced that a new version of Putty Squad will be available on PS3 , iPhone , iPad and PSP .","['iPhone', 'iPad']","['Device', 'Device']","['iPhone', 'PS3', 'iPhone', 'iPad']"
"In general , the number of available hosts on a subnet is 2h−2 , where h is the number of bits used for the host portion of the address .",['host'],['Device'],"['hosts', 'hosts', 'host']"
"Sales of the Weemote , which totaled less than one million as of 2008 had fallen due to confusion with the Wiimote .",['Wiimote'],['Device'],"['Weemote', 'Wiimote', 'Wiimote']"
"Traversal Technology ( TRV ) The commercial name for the first ASIC products , based on the Open Graphics Architecture .",['Open Graphics'],['Device'],"['ASIC', 'Open Graphics Architecture']"
The PVC in the Google Pixel 3 and 3 XL is labeled SR3HX X739F030 .,['Pixel 3'],['Device'],"['Pixel 3', 'Pixel 3']"
Re-implementation of the Elbrus 1 architecture with faster emitter-coupled logic ( ECL ) chips .,['Elbrus'],['Device'],"['Elbrus 1', 'Elbrus']"
Antz Extreme Racing is a 2002 racing video game developed by Supersonic Software and published by Empire Interactive .,['Antz Extreme Racing'],['Device'],"['Antz Extreme Racing', 'Antz Extreme Racing']"
"These game cards are generally glossier and darker than common Nintendo DS game cards , and reveal their translucency when exposed to light .","['game cards', 'Nintendo DS', 'game cards']","['Device', 'Device', 'Device']","['game cards', 'Nintendo DS', 'game cards', 'Nintendo DS', 'game cards']"
"Far Cry New Dawn was released worldwide for PlayStation 4 , Windows , and Xbox One on February 15 , 2019 .",['Xbox One'],['Device'],"['Xbox One', 'Xbox One']"
"This moniker is however not used for marketing of the Broadwell-based Celeron , Pentium or Xeon chips .","['Celeron', 'Xeon']","['Device', 'Device']","['Celeron', 'Xeon', 'Celeron', 'Xeon']"
"It was initially sold alongside the older line of Studio Displays , but eventually replaced them .",['Studio Displays'],['Device'],"['Studio Displays', 'Studio Displays']"
"The Intel x86 family of microprocessors have a register-style ( accumulator ) instruction set for most operations , but use stack instructions for its x87 , Intel 8087 floating point arithmetic , dating back to the iAPX87 ( 8087 ) coprocessor for the 8086 and 8088 .","['Intel 8087', '8087']","['Device', 'Device']","['8087', '8088', '8086', 'Intel 8087', '8087', '8088']"
"FDI enabled processors require FDI enabled southbridge in order to utilize the graphics controller capability , thus boards based on P55 , PM55 , and P67 will not be able to take advantage of the graphics controller present on later processors .",['P55'],['Device'],"['graphics controller', 'P55', 'P67', 'southbridge']"
"Like the PCjr , the PS/1 ' s name suggested a more limited machine than IBM 's business line , the PS/2 .","['PCjr', 'PS/2']","['Device', 'Device']","['PS/2', 'PS/1', 'PCjr', 'PS / 1', 'PS / 2']"
"and * ) are based on those of CP/M , as are the reserved filenames used to redirect output to a printer ( - PRN : - ) , and the console ( - CON : - ) .","['redirect', 'console']","['Device', 'Device']","['console', 'redire', 'console']"
"For example , - thin client - machines in educational establishments may be reset to their original state between classes .",['thin client'],['Device'],"['thin client', 'thin client']"
Dell offers an Intel Core i3 or i5 processor with up to 6 GB DDR3 RAM .,"['Intel Core i3', 'i5']","['Device', 'Device']","['Intel Core i3', 'Intel Core i']"
Specifies the default DOS memory allocation strategy .,['DOS'],['Device'],"['DOS', 'DOS']"
Many data-centric telecommunications platforms such as routers and Ethernet switches utilize distributed switching on separate cards within an equipment chassis .,['distributed switching'],['Device'],"['Ethernet switches', 'distributed switching']"
"NIOS was conceived as a thin client operating system that provided Novell with a graphical client operating system to run web applications hosted on NetWare , creating a Novell-centric platform for software as a service ( SaaS ) that did not require Microsoft 's Windows operating system .",['thin client'],['Device'],"['thin client', 'thin client']"
The Pentax K-01 is the first interchangeable single-lens mirrorless camera which is compatible with lenses from a typical SLR camera without the use of an adapter .,['mirrorless camera'],['Device'],"['mirrorless camera', 'SLR camera', 'mirrorless camera']"
"As of Mac OS X Lion , the underlying media framework for QuickTime , QTKit , was deprecated in favor of a newer graphics framework , AVFoundation , and completely discontinued as of macOS Catalina .",['macOS Catalina'],['Device'],"['Mac OS X Lion', 'macOS Catalina']"
"This freed up the equivalent amount of critical - base - or conventional memory , the first 640KB of the PC 's RAM – the area in which all DOS applications run .","['conventional memory', 'DOS']","['Device', 'Device']","['DOS', 'conventional memory', 'DOS']"
The terminal consists of a monitor which is the main component and a keyboard .,"['monitor', 'keyboard']","['Device', 'Device']","['keyboard', 'monitor', 'keyboard']"
It initiates a search from a desired starting location and then recursively traverses the nodes ( directories ) of a hierarchical structure ( typically a tree ) .,['tree'],['Device'],"['tree', 'tree']"
"The mouse emits a faint clicking sound when the scroll ball is rolled or the side squeeze sensors are depressed , but this is not directly caused by the ball moving or side buttons being pressed ; the sound is actually produced by a tiny speaker inside the mouse .","['mouse', 'mouse']","['Device', 'Device']","['mouse', 'mouse', 'mouse']"
It displays a sunburst diagram of files on a hard drive to help with the location or deletion of large files .,['hard drive'],['Device'],"['hard drive', 'hard drive']"
"In January 2019 , Nvidia announced that GeForce RTX graphics cards would be used in 40 new laptops from various companies .",['GeForce RTX'],['Device'],"['laptops', 'laptop']"
"The New York Times said that MSBACKUP - is much better and faster than the old BACKUP command used in earlier versions of DOS , but it does lack some of the advanced features found in backup software packages that are sold separately .",['DOS'],['Device'],"['DOS', 'DOS']"
The primary benefit of moving to 64-bit is the increase in the maximum allocatable random-access memory ( RAM ) .,['64-bit'],['Device'],"['64-bit', '64 bit']"
"Each machine had a tendency to develop a - feel - of its own based on several variables such as the amount of wear , dirt , and clearance of the bail contacts within the keyboard , as well as factors in the base machine .",['keyboard'],['Device'],"['keyboard', 'keyboard']"
"Kokopolo 3D is a visual treat for fans of pixel art and fancy sprite work - and that - hopefully , this imaginative and charming sequel will find the audience and success it clearly deserves. -",['Kokopolo'],['Device'],"['Kokopolo 3D', 'Kokopolo']"
"LittleBigPlanet PS Vita is a puzzle platform video game developed by Double Eleven , Tarsier Studios and XDev Studio Europe for the PlayStation Vita handheld game console .",['PlayStation Vita'],['Device'],"['PlayStation Vita', 'PlayStation Vita']"
"Wearable devices such as activity trackers are an example of the Internet of Things , since - things - such as electronics , software , sensors , and connectivity are effectors that enable objects to exchange data ( including data quality ) through the internet with a manufacturer , operator , and/or other connected devices , without requiring human intervention .",['activity trackers'],['Device'],"['Wearable devices', 'activity trackers', 'activity trackers']"
"Personal computers are intended to be operated directly by an end user , rather than by a computer expert or technician .",['Personal computers'],['Device'],"['Personal computers', 'Personal computers']"
"Pom1 , an open source Apple I emulator for Microsoft Windows , Arch Linux and Android devices .",['Apple I'],['Device'],"['Apple I', 'Apple I']"
"In its first year GoPro sold $ 150,000 worth of products .",['GoPro'],['Device'],"['GoPro', 'GoPro']"
Bolo is a 1987 Breakout clone written for the Atari ST with the high resolution monochrome monitor .,"['Atari ST', 'monochrome monitor']","['Device', 'Device']","['Atari ST', 'Atari ST']"
"The game 's goal was met on March 25 , two days before the campaign 's end , and ended up at over $ 500,000 as the total amount , successfully funding the game , but failing to meet the stretch goals required to get the game released on traditional video game consoles , instead being relegated to the Linux , macOS , Microsoft Windows .",['video game consoles'],['Device'],"['video game consoles', 'video game consoles']"
"AllGames Brett Alan Weiss commended Qix for its addictive gameplay , technological accomplishments , and responsive controls .",['Qix'],['Device'],"['Qix', 'Qix']"
"When she showed it to the rest of the team , everyone liked it , and so it became the symbol of the 1984 Macintosh command key .",['Macintosh'],['Device'],"['Macintosh', 'Macintosh', 'command key']"
In 1994 Mindscape brought the game to the Amiga CD32 and released it together with the previously unreleased Amiga version .,"['Amiga CD32', 'Amiga']","['Device', 'Device']","['Amiga CD32', 'Amiga CD32', 'Amiga']"
"The game was a financial success , with the Wii U version selling 5.88 million units worldwide as of September 2020 and becoming the second best-selling game for the console .","['Wii U', 'second best-selling game for the console']","['Device', 'Device']","['Wii U', 'Wii U', 'best - selling game for the console']"
"Due to Apple 's refusal to license the Macintosh Toolbox in read-only memory ( ROM ) , Wallaby users had to install a Mac ROM to make the computer work .","['Macintosh Toolbox', 'read-only memory', 'ROM', 'ROM']","['Device', 'Device', 'Device', 'Device']","['ROM', 'read-only memory', 'Macintosh Toolbox', 'read - only memory', 'ROM', 'ROM']"
"M 's Kart Racing is a racing video game for the Nintendo DS and Wii , based on the M 's license and developed by Frontline Studios in co-production with Calaris Studios .",['Nintendo DS'],['Device'],"['Nintendo DS', 'Nintendo DS']"
"It features a controller for a standard PC keyboard , as well as an HDD , but not for FDDs – although support for these was available via an expansion card .","['HDD', 'FDDs']","['Device', 'Device']","['expansion card', 'controller', 'PC keyboard', 'HDD', 'FDDs']"
"To resolve this problem , the processor in a keyboard ( or computer ) - debounces - the keystrokes , by aggregating them across time to produce one - confirmed - keystroke .",['keyboard'],['Device'],"['keystroke', 'keystrokes', 'keyboard', 'keyboard']"
"On systems with a BIOS , the BIOS invokes MBR boot code from a hard disk drive at startup .","['MBR', 'hard disk drive']","['Device', 'Device']","['hard disk drive', 'MBR', 'hard disk drive']"
"The Apple USB Modem supports V.92 , Caller ID , wake-on-ring , telephone answering ( V.253 ) , and modem on hold .",['Apple USB Modem'],['Device'],"['Apple USB Modem', 'Apple USB Modem']"
"In Japan , where the PS2 version was ported and published by Electronic Arts , Famitsu gave it a score of one eight , two sevens , and one eight for a total of 30 out of 40 .",['PS2'],['Device'],"['PS2', 'PS2']"
Pretty Soldier Sailor Moon S was developed by Tose for the 3DO Interactive Multiplayer and several people were involved in its creation .,['3DO Interactive Multiplayer'],['Device'],"['3DO Interactive Multiplayer', '3DO Interactive Multiplayer']"
This first-ever disk drive was initially cancelled by the IBM Board of Directors because of its threat to the IBM punch card business but the IBM San Jose laboratory continued development until the project was approved by IBM 's president .,['disk drive'],['Device'],"['disk drive', 'disk drive']"
Partitions partially or fully located beyond the CHS barrier therefore had to be hidden from non-LBA-enabled operating systems by using the new partition type 0x0E in the partition table instead .,['CHS'],['Device'],"['CHS', 'CHS']"
", the home version of 2ndMix , was released in Japan on August 26 , 1999 , for the Sony PlayStation .",['Sony PlayStation'],['Device'],"['Sony PlayStation', 'Sony PlayStation']"
"Each volume ( floppy disk or hard drive partition ) has a - volume name - , a filename which is used as the base directory name ; having two volumes with the same volume name can result in conflicts .","['floppy disk', 'filename']","['Device', 'Device']","['floppy disk', 'hard drive', 'floppy disk', 'hard drive']"
"Connecting a ZX Microdrive to a ZX Spectrum required the ZX Interface 1 unit , costing £49.95 , although this could be bought packaged with a Microdrive for £79.95 .","['ZX Microdrive', 'ZX Interface 1']","['Device', 'Device']","['ZX Microdrive', 'ZX Interface 1', 'ZX Microdrive', 'ZX Interface 1', 'Microdrive']"
"Starting with a CDC 1604 , then a CDC 3600 , a couple of CDC 3800s , and finally a CDC 6600 .","['CDC 1604', 'CDC 3800s', 'CDC 6600']","['Device', 'Device', 'Device']","['CDC 1604', 'CDC 3600', 'CDC 3800s', 'CDC 6600', 'CDC 160', 'CDC 660']"
"A sequel , Pandemonium 2 ( Miracle Jumpers in Japan ) , was released in 1997 for PlayStation and Microsoft Windows .",['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
"In DOS , CONFIG.SYS is located in the root directory of the drive from which the system was booted .",['DOS'],['Device'],"['DOS', 'DOS']"
"Furthermore , it was available for the Amstrad CPC series , the Commodore 128 , TRS-80 , and later models of the ZX Spectrum .","['Amstrad CPC', 'Commodore 128', 'TRS-80']","['Device', 'Device', 'Device']","['TRS-80', 'Amstrad CPC', 'Commodore 128', 'ZX Spectrum', 'Amstrad CPC', 'Commodore 128', 'TRS - 80']"
Defines the default SwitChar used by the system ( either ' / ' or ' - ' ) .,['SwitChar'],['Device'],"['SwitChar', 'SwitChar']"
The shorter 15mm TRRS variant is more common and physically compatible with standard 3.5mm TRS and TS connectors .,['TS connectors'],['Device'],"['TRRS', 'TS connector']"
It is the successor to the Samsung Galaxy Tab 7.0 Plus .,['Samsung Galaxy Tab 7.0 Plus'],['Device'],"['Samsung Galaxy Tab 7.0 Plus', 'Samsung Galaxy Tab 7 . 0 Plus']"
xterm does implement a switch - -k8 - to suppress that functionality ; rxvt does not provide an option to emulate a VT220 .,['VT220'],['Device'],"['VT220', 'VT22']"
"The unique boot screens from the RTM to Service Pack 1 versions of Windows XP that identified the edition of Windows XP currently running , including a green progress bar for Home Edition and a blue progress bar for Professional , Embedded , Tablet PC Edition , and Media Center Edition were removed in Service Pack 2 of Windows XP and was replaced with a generic - Windows XP - boot screen with a blue progress bar .",['Tablet PC'],['Device'],"['Tablet PC', 'Tablet PC']"
"Although some claim the IAS machine was the first design to mix programs and data in a single memory , that had been implemented four years earlier by the 1948 Manchester Baby .","['IAS machine', 'Manchester Baby']","['Device', 'Device']","['Manchester Baby', 'IAS machine', 'Manchester Baby']"
"In June 2011 the Tianhe-1A was overtaken by the K computer as the world 's fastest supercomputer , which was also subsequently superseded .",['K computer'],['Device'],"['Tianhe-1A', 'K computer', 'Tianhe - 1A', 'K computer']"
"Thunderbolt technology , Sandy Bridge dual-core Intel Core i5 and i7 ( on the 13-inch model ) or quad-core i7 ( on the 15 - and 17-inch models ) processors , and a high definition FaceTime camera were added on February 24 , 2011 .","['Sandy Bridge', 'Intel Core i5', 'i7', 'i7']","['Device', 'Device', 'Device', 'Device']","['Sandy Bridge', 'FaceTime camera', 'Sandy Bridge', 'Intel Core i']"
"Intel AMT 3.0 — Intel vPro desktop platforms based on the Intel Q35 ( Weybridge : Bearlake-Q , ICH9 ) chipsets , e.g. , the Intel DQ35MP motherboard .","['chipsets', 'motherboard']","['Device', 'Device']","['motherboard', 'chipsets', 'mother']"
"It had larger 16KB primary caches , largely bug-free 64-bit operation , and support for a larger L2 cache .",['64-bit'],['Device'],"['64-bit', '64 bit']"
"The import feature , a core component of the Armored Core franchise , continues in Master of Arena , allowing players to bring their character from Project Phantasma or the original Armored Core with a save file from their memory card .",['memory card'],['Device'],"['memory card', 'memory card']"
"This time , the training mode takes the player to the X-Men ' s Danger Room Simulator wherein Rogue and Professor X assist and navigate Spider-Man on what he needs to know with everything that may be useful during the course of gameplay .","['X-Men', 'Spider-Man']","['Device', 'Device']","['Spider-Man', 'X - Men', 'Spider - Man']"
The game uses the Nintendo DS 's touch screen extensively and features items and coins from the Mario series .,['Nintendo DS'],['Device'],"['touch screen', 'Nintendo DS', 'Nintendo DS']"
"By July 2006 , the PlayStation 2 version of Ghost Recon had sold 1.1 million copies and earned $39 million in the United States alone .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"Virtual PC and Virtual Server encapsulate virtual hard disks in the Virtual Hard Disk ( VHD ) file format , for which Microsoft has made all documentation available under the Open Specification Promise .","['disks', 'Disk']","['Device', 'Device']","['Virtual Hard Disk', 'VHD', 'hard disks', 'Hard Disk']"
David Whittaker scored the Amstrad CPC version .,['Amstrad CPC'],['Device'],"['Amstrad CPC', 'Amstrad CPC']"
"In Tank Beat players take control of Vill Katjue , a rookie tank driver lost in the chaos of an invasion .",['Tank Beat'],['Device'],"['Tank Beat', 'Tank Beat']"
"Forth Dimension Displays continues to offer a Ferroelectric LCoS display technology ( known as Time Domain Imaging ) available in QXGA , SXGA and WXGA resolutions which today is used for high resolution near-eye applications such as Training & Simulation , structured light pattern projection for AOI .","['Forth Dimension Displays', 'LCoS']","['Device', 'Device']","['Forth Dimension Displays', 'Forth Dimension Displays', 'LCoS']"
"In recent years , impedance of newer headphones has generally decreased to accommodate lower voltages available on battery powered CMOS-based portable electronics .",['headphones'],['Device'],"['headphones', 'headphones']"
"Shortly after IBM 's introduction of its 286-based PC/AT , one reviewer remarked , - The bottom line is that the Tandy 2000 is still one of the hottest single-user machines on the market , and a full year after its introduction , its superiority remains unchallenged. -",['Tandy 2000'],['Device'],"['Tandy 2000', 'Tandy 2000']"
"Seabase Delta is a text adventure game by Firebird released in 1986 for the Amstrad CPC , Commodore 64 , and ZX Spectrum home computers .","['Seabase Delta', 'Amstrad CPC']","['Device', 'Device']","['Amstrad CPC', 'ZX Spectrum', 'Amstrad CPC']"
"In particular , the IETF WGs on IP over Cable Data Network ( IPCDN ) and IP over Digital Video Broadcasting ( DVB ) produced some standards applicable to cable modem systems , primarily in the areas of Simple Network Management Protocol ( SNMP ) Management Information Bases ( MIBs ) for cable modems and other networking equipment that operates over CATV networks .","['cable modem', 'cable modems']","['Device', 'Device']","['cable modems', 'cable modem', 'cable modems']"
"Mxit ( pronounced - mix it - ) was a free instant messaging application developed by Mxit ( Pty ) Ltd . in South Africa that ran on over 8,000 devices , including feature phones , Symbian S60 , Android , BlackBerry , iPhone , iPad , Windows Phone and tablets .",['feature phones'],['Device'],"['tablets', 'iPhone', 'feature phones', 'iPhone', 'iPad', 'tablets']"
"These included Netbooks , subnotebooks , Ultra-mobile PC , and Desktop replacement computers ; these are sometimes still used informally , although they are essentially dead in terms of manufacturer marketing .","['Netbooks', 'subnotebooks', 'Ultra-mobile PC']","['Device', 'Device', 'Device']","['Netbooks', 'subnotebooks', 'Desktop replacement computers', 'Ultra-mobile PC', 'Netbooks', 'subnotebooks', 'Ultra - mobile PC']"
Such tablets may also be ruggedized for field use .,"['tablets', 'ruggedized']","['Device', 'Device']","['tablets', 'tablets', 'rugged']"
Year Title Developer Platform(s ) Universe Home console Computer Handheld Mobile Other Main series 1997 Grand Theft Auto DMA Design PS1 GBC 2D 1999Grand Theft Auto 2 Windows GBC 2001Grand Theft Auto III 3D 2002Grand Theft Auto : Vice CityRockstar North 2004Grand Theft Auto : San Andreas Oculus Quest 2 2008Grand Theft Auto IV Windows HD 2013Grand Theft Auto V Windows scope = - row - Untitled Grand Theft Auto game colspan = 7 style = - text-align:center ; - Expansion packs 1999 Grand Theft Auto : London 1969 Rockstar Canada PS1 2D Grand Theft Auto : London 1961 2009 Grand Theft Auto IV : The Lost and Damned Rockstar North Windows HDGrand Theft Auto : The Ballad of Gay Tony Windows Handheld games 2004Grand Theft Auto AdvanceDigital EclipseGBA 3D 2005Grand Theft Auto : Liberty City StoriesRockstar Leeds PS2PSP 2006Grand Theft Auto : Vice City Stories PS2 PSP 2009 Grand Theft Auto : Chinatown Wars HD Compilations and remasters 1999Grand Theft Auto : Director 's CutDMA Design / Rockstar Canada 2D 2003Grand Theft Auto : The Classics Collection Grand Theft Auto : Double PackRockstar North 3D 2005Grand Theft Auto : The Trilogy 2009Grand Theft Auto : Double PackRockstar Leeds PSPGrand Theft Auto : Episodes from Liberty CityRockstar North Windows HD 2010Grand Theft Auto IV : Complete Edition Windows 2021Grand Theft Auto : The Trilogy – The Definitive Edition Grove Street Games Windows Switch 3DNotes :,"['PS1', 'GBC', 'GBC', 'PS1', 'PS2']","['Device', 'Device', 'Device', 'Device', 'Device']","['PS2PSP', 'PS2', 'PS1', 'GBC', 'GBC', 'PS1', 'PS2']"
Modules designed according to the ETX 3.0 specification integrate two SATA ports via two slim line connectors designed onto the top side of the CPU Module in the vicinity of X4 .,"['ETX 3.0 specification', 'CPU']","['Device', 'Device']","['CPU', 'ETX']"
"Jonathan Nash of Amiga Power liked the - gorgeous - graphics , but thought the dialogue was annoying , and he also criticised the puzzles as - spread thinly over the pointlessly large playing area - .",['Amiga'],['Device'],"['Amiga', 'Amiga']"
On the keyboard of the NeXT Computer that key was marked in green .,['NeXT Computer'],['Device'],"['keyboard', 'NeXT Computer']"
A port for the Macintosh 128K followed in January 1985 ; it runs on machines up to OS 6 and can be used on System 7 with a patch .,['Macintosh 128K'],['Device'],"['Macintosh 128K', 'Macintosh 128K']"
"A discrete monitor comprises a visual display , support electronics , power supply , housing , electrical connectors , and external user controls .",['visual display'],['Device'],['visual display']
"Support for Windows 7 without Service Pack 1 ended on April 9 , 2013 , requiring users to update in order to continue receiving updates and support after 3 years , 8 months , and 18 days .",['Windows 7'],['Device'],"['Windows 7', 'Windows 7']"
"CU Amiga awarded 94% , highlighting the fluid control and movement of Putty , balanced learning curve , presentation , and good use of the Amiga 's AGA palette .","['Amiga', 'Amiga', 'AGA']","['Device', 'Device', 'Device']","['Amiga', 'Amiga', 'Amiga', 'AGA']"
Nickel – cadmium batteries have been almost completely superseded by nickel – metal hydride ( NiMH ) batteries .,"['nickel – metal hydride', 'NiMH']","['Device', 'Device']","['NiMH', 'nickel – metal hydride', 'nickel – metal hydride', 'NiMH']"
