Text,entities,entity_types,UniNER
"However , a few defenses have been identified that limit the effects of DOM clobbering and prevent some instances of DOM clobbering from occurring .","['DOM clobbering', 'DOM clobbering']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"VENOM ( short for Virtualized Environment Neglected Operations Manipulation ) is a computer security flaw that was discovered in 2015 by Jason Geffner , then a security researcher at CrowdStrike .",['VENOM'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
HTTP request smuggling ( HRS ) is a security exploit on the HTTP protocol that takes advantage of an inconsistency between the interpretation of Content-Length and Transfer-Encoding headers between HTTP server implementations in an HTTP proxy server chain .,['HTTP request smuggling'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Operating systems and users can use the following strategies to reduce the risk of privilege escalation :,['privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Lampson 's definition of a covert channel was paraphrased in the TCSEC specifically to refer to ways of transferring information from a higher classification compartment to a lower classification .,['covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Research conducted by Wiz and EY showed that 93% of the cloud enterprise environment were vulnerable to Log4Shell .,['Log4Shell'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
It differs from SMBrelay in that it uses NetBIOS names rather than IP addresses .,['SMBrelay'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Most cross-zone scripting attacks are designed to jump from Internet zone to a privileged zone .,['cross-zone scripting'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When electromechanical teleprinters were used as computer output devices , one or more null characters were sent at the end of each printed line to allow time for the mechanism to return to the first printing position on the next line .",['null characters'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"However , recent research has shown that these mitigations are ineffective against specific variants of the attack and history sniffing can still occur via visited links and newer browser features .",['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"If an intruder could replace the standard administrative tools on a system with a rootkit , the intruder could obtain root access over the system whilst simultaneously concealing these activities from the legitimate system administrator .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Classic clickjacking refers to a situation when an attacker uses hidden layers on web pages to manipulate the actions a user 's cursor does , resulting in misleading the user about what truly is being clicked on .",['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In one case , that against Seismic Entertainment Productions , the FTC accused the defendants of developing a program that seized control of PCs nationwide , infected them with spyware and other malicious software , bombarded them with a barrage of pop-up advertising for Seismic 's clients , exposed the PCs to security risks , and caused them to malfunction .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"In un-patched versions of affected software , SigSpoof attacks allow cryptographic signatures to be convincingly spoofed , under certain circumstances .",['SigSpoof'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Assuming block of various sizes are transmitted on the LAN , software overhead is computed on average and novel time evaluation is used to estimate the bandwidth ( capacity ) of covert channels are also presented .",['covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Operating systems are evolving to counter the threat of kernel-mode rootkits .,['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
It improved on the idea of StackGuard by placing buffers after local pointers and function arguments in the stack frame .,['StackGuard'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A new computational device arises : The weird machine which can reach different states of the CPU than the programmer anticipated , and which does so in reaction to inputs .",['weird machine'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"However , the latency across the network makes possible the kind of race condition described .",['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Injection flaws tend to be easier to discover when examining source code than via testing .,['Injection flaws'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At first it was thought that further mitigation could come from the address space layout randomization ( ASLR ) feature that was introduced in Android 4.0 "" Ice Cream Sandwich "" , fully enabled in Android 4.1 "" Jelly Bean "" ; The version of Android 5.1 "" Lollipop "" includes patches against the Stagefright bug .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A few spyware vendors , notably 180 Solutions , have written what the New York Times has dubbed "" stealware "" , and what spyware researcher Ben Edelman terms affiliate fraud , a form of click fraud .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
DARPA has an ongoing Cyber Insider Threat or CINDER program to detect insider threats to computer systems .,['Cyber Insider Threat'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
systematically summarized previous work in cross-site leaks and developed a tool called BASTA-COSI that could be used to detect leaky URLs for a specific website .,['cross-site leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"AMD products , according to AMD , are not affected by the Foreshadow security flaws .",['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A heap spray does not actually exploit any security issues but it can be used to make a vulnerability easier to exploit .,['heap spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While the term spyware suggests software that monitors a user 's computer , the functions of spyware can extend beyond simple monitoring .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"According to Dell : "" No ' real-world ' exploits of these vulnerabilities [ ie , Meltdown and Spectre ] have been reported to date [ 26 January 2018 ] , though researchers have produced proof-of-concepts. """,['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Implementation modifications to get around limitations in the range of bytes used in the shellcode .,['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The software included a music player but silently installed a rootkit which limited the user 's ability to access the CD .,['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Despite being partially mitigated in 2010 , history sniffing is still considered an unsolved problem .",['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As more attacks of a similar nature were discovered , the focus of the term "" UI redressing "" was changed to describe the category of these attacks , rather than just clickjacking itself .",['clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On January 15 , 2018 , Microsoft introduced mitigation for Spectre in Visual Studio .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Web cache poisoning involves the poisoning of web caches ( which has led to security issues in programming languages , including all Python versions at the time in 2021 , and expedited security updates ) .",['cache poisoning'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Buffer over-reads can result in erratic program behavior , including memory access errors , incorrect results , a crash , or a breach of system security .",['Buffer over-reads'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In most Unix-like systems , most of the machine code that makes up the dynamic linker is actually an external executable that the operating system kernel loads and executes first in a process address space newly constructed as a result of calling exec or posix_spawn functions .",['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Due to HPKP mechanism complexity and possibility of accidental misuse ( potentially causing a lockout condition by system administrators ) , in 2017 browsers deprecated HPKP and in 2018 removed its support in favor of Certificate Transparency .","['HPKP', 'HPKP']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Logjam is a security vulnerability in systems that use Diffie – Hellman key exchange with the same prime number .,['Logjam'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"It expands on static certificate pinning , which hardcodes public key hashes of well-known websites or services within web browsers and applications .",['certificate pinning'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A solution for Firefox and other Gecko-based browsers is the open source NoScript add-on which , in addition to the ability to enable scripts on a per-domain basis , provides some XSS protection even when scripts are enabled .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In the context of file system TOCTOU race conditions , the fundamental challenge is ensuring that the file system cannot be changed between two system calls .",['TOCTOU'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
BadUSB is a computer security attack using USB devices that are programmed with malicious software .,['BadUSB'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Heap overflows are exploitable in a different manner to that of stack-based overflows .,['Heap overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Bounds checking can prevent buffer overflows , but requires additional code and processing time .",['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The ARM Cortex-A75 core is affected directly by both Meltdown and Spectre vulnerabilities , and Cortex-R7 , Cortex-R8 , Cortex-A8 , Cortex-A9 , Cortex-A15 , Cortex-A17 , Cortex-A57 , Cortex-A72 and Cortex-A73 cores are affected only by the Spectre vulnerability .",['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To demonstrate how a DOM clobbering attack can be used to influence JavaScript execution , take the following snippet of JavaScript code as an example:In this simple example , a script element is created and subsequently rendered on the page .",['DOM clobbering'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The canonical heap overflow technique overwrites dynamic memory allocation linkage ( such as malloc metadata ) and uses the resulting pointer exchange to overwrite a program function pointer .,['heap overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Although evaluating the total cost of Heartbleed is difficult , eWEEK estimated US$500 million as a starting point .",['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To cloak itself , the rootkit hid any file starting with "" $sys$ "" from the user .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The breach happened a week after Heartbleed was first made public .,['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Detect that a stack buffer overflow has occurred and thus prevent redirection of the instruction pointer to malicious code .,['stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On Tuesday , March 14 , 2017 , Microsoft issued security bulletin MS17-010 , which detailed the flaw and announced that patches had been released for all Windows versions that were currently supported at that time , these being Windows Vista , Windows 7 , Windows 8.1 , Windows 10 , Windows Server 2008 , Windows Server 2012 , and Windows Server 2016 .",['MS17-010'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 6 September 2019 , an exploit of the wormable BlueKeep security vulnerability was announced to have been released into the public realm .",['BlueKeep'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A Pacman gadget is a sequence of instructions of the following form :,['Pacman'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Timing attacks are a subset of cross-site leaks that rely on being able to time specific events across multiple responses .,['cross-site leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Once running , the spyware will periodically check if any of these links are removed .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"In smaller numbers , however , and specific cases where accuracy is paramount committing an off-by-one error can be disastrous .",['off-by-one error'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In the Apple Darwin operating system , and in the macOS and iOS operating systems built on top of it , the path of the dynamic linker that should be used is embedded at link time into one of the Mach-O load commands in the executable image .",['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Intel claims that web browsers that are already patched to mitigate Spectre Variants 1 and 2 are partially protected against Variant 4 .,['Variant 4'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Most spyware is installed without knowledge , or by using deceptive tactics .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Since some implementations might generate a trap condition on integer overflow , the most portable programs test in advance of performing the operation that might overflow .",['integer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The process carrying out Meltdown then uses these side effects to infer the values of memory mapped data , bypassing the privilege check .",['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Many operating system vendors will be releasing software updates to assist with mitigating Variant 4 ; however , microcode/firmware updates are required for the software updates to have an effect .",['Variant 4'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Spectre paper displays the attack in four essential steps :,['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"By encrypting connections through the utilization of a VPN , the attacker has to do a TCP reset attack on all encrypted connections , causing collateral damage .",['TCP reset attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Cross-site scripting ( XSS ) is a type of security vulnerability that can be found in some web applications .,"['Cross-site scripting', 'XSS']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The compiler suite from Microsoft implements buffer overflow protection since version 2003 through the command-line switch , which is enabled by default since version 2005 .",['buffer overflow protection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The group breached Yahoo 's security by using a "" union-based SQL injection technique "" .",['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Many programmers and some commercial firms have released products designed to remove or block spyware .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
A Default Credential vulnerability is a type of vulnerability in a computing device that most commonly affects devices having some pre-set ( default ) administrative credentials to access all configuration settings .,['Default Credential vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"An attacker having gained authentication material may impersonate the material 's owner after the victim has patched Heartbleed , as long as the material is accepted ( for example , until the password is changed or the private key revoked ) .",['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This demonstrates the real examples of bandwidth possibilities for simple covert channels in LANs .,['covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Downgrade attacks in the TLS protocol take many forms .,['Downgrade attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This approach completely eliminates dangling pointer errors by disabling frees , and reclaiming objects by garbage collection .",['dangling pointer'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Not all regard data races as a subset of race conditions .,['race conditions'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The worm is also known as WannaCrypt , Wana Decrypt0r 2.0 , WanaCrypt0r 2.0 , and Wanna Decryptor .","['WannaCrypt', 'WanaCrypt0r 2.0', 'Wanna Decryptor']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On a clickjacked page , the attackers load another page over the original page in a transparent layer to trick the user into taking actions , the outcomes of which will not be the same as the user expects .",['clickjacked'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The problem occurs when a cookie stuffing site stuffs all its visitors with a batch of cookies in a scattergun approach .,['cookie stuffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
As a result of the publication of this research multiple lawsuits were filed against the websites that were found to have used history sniffing alleging a violation of the Computer Fraud and Abuse Act of 1986 .,['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In a 2009 blog post , security analyst Joanna Rutkowska coined the term "" Evil Maid Attack "" due to hotel rooms being a common place where devices are left unattended .",['Evil Maid Attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To expose dangling pointer errors , one common programming technique is to set pointers to the null pointer or to an invalid address once the storage they point to has been released .",['dangling pointer'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Removing backward compatibility is often the only way to prevent downgrade attacks .,['downgrade attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Heartbleed website from Codenomicon advised money donations to the OpenSSL project .,['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Thus , to prevent double encoding attacks , all decoding operations on user input should occur before authorization schemes and security filters that intercept user input .",['double encoding'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Drive-by downloads can also be prevented from occurring by using script-blockers such as NoScript , which can easily be added into browsers such as Firefox .",['Drive-by downloads'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"CyanogenMod team published a notice that patches for CVE-2015-3864 have been incorporated in CyanogenMod 12.1 source on August 13 , 2015 .",['CVE-2015-3864'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Brad Smith , the president of Microsoft , said he believed North Korea was the originator of the WannaCry attack , and the UK 's National Cyber Security Centre reached the same conclusion .",['WannaCry attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This contradicts some early statements made about the Meltdown vulnerability as being Intel-only .,['Meltdown vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
""" , Gate 15 highlighted that risk management processes need to account for our complex and blended threat environment .",['blended threat'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"FORCEDENTRY , also capitalized as ForcedEntry , is a security exploit allegedly developed by NSO Group to deploy their Pegasus spyware .","['FORCEDENTRY', 'ForcedEntry']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Rootkits and their payloads have many uses :,['Rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In later versions , the form grabber was also privy to the website where the actual data was submitted , leaving sensitive information more vulnerable than before .",['form grabber'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"However , many references can be found to integer underflow .",['integer underflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Remote shellcodes normally use standard TCP/IP socket connections to allow the attacker access to the shell on the target machine .,['shellcodes'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Horizontal privilege escalation , where a normal user accesses functions or content reserved for other normal users ( e.g.",['privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Other Anti-spyware tools include FlexiSPY , Mobilespy , mSPY , TheWiSPY , and UMobix .",[],[],"defaultdict(<class 'list'>, {})"
"Tools such as Polyspace , TotalView , Valgrind , Mudflap , AddressSanitizer , or tools based on LLVM can also be used to detect uses of dangling pointers .",['dangling pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In software development , time-of-check to time-of-use ( TOCTOU , TOCTTOU or TOC/TOU ) is a class of software bugs caused by a race condition involving the checking of the state of a part of a system ( such as a security credential ) and the use of the results of that check .","['time-of-check to time-of-use', 'TOCTOU', 'TOCTTOU', 'TOC/TOU']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In November 2021 , Apple Inc . filed a complaint against NSO Group and its parent company Q Cyber Technologies in the United States District Court for the Northern District of California in relation to FORCEDENTRY , requesting injunctive relief , compensatory damages , punitive damages , and disgorgement of profits .",['FORCEDENTRY'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Race conditions were among the flaws in the Therac-25 radiation therapy machine , which led to the death of at least three patients and injuries to several more .",['Race conditions'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Sigreturn-oriented programming ( SROP ) is a technique similar to return-oriented programming ( ROP ) , since it employs code reuse to execute code outside the scope of the original control flow .","['Sigreturn-oriented programming', 'SROP']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While Microsoft had released patches previously to close the exploit , much of WannaCry 's spread was from organizations that had not applied these , or were using older Windows systems that were past their end-of-life .",['WannaCry'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A typical example of a race condition may occur when a logic gate combines signals that have traveled along different paths from the same source .,['race condition'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"It is common that a rootkit creates a hidden , encrypted filesystem in which it can hide other malware or original copies of files it has infected .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Cross-zone scripting is a browser exploit taking advantage of a vulnerability within a zone-based security solution .,['Cross-zone scripting'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Prototype pollution is a class of vulnerabilities in JavaScript runtimes that allows attackers to overwrite arbitrary properties in an object 's prototype ..,['Prototype pollution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
", the number had dropped to 144 , 000 , according to a search on shodan.io for "" vuln:cve-2014-0160 "" .",[],[],"defaultdict(<class 'list'>, {})"
Race conditions are also intentionally used to create hardware random number generators and physically unclonable functions .,['Race conditions'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The term "" rootkit "" has negative connotations through its association with malware .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
An evil twin is a fraudulent Wi-Fi access point that appears to be legitimate but is set up to eavesdrop on wireless communications .,['evil twin'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 8 October 2018 , Intel was reported to have added hardware and firmware mitigations regarding Spectre and Meltdown vulnerabilities to its latest processors .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The source of the memory corruption and its manifestation may be far apart , making it hard to correlate the cause and the effect .",['memory corruption'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This innocuous omission would manifest into one of the well known and earliest forms of history sniffing known on the web .,['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In March 2020 , the FBI issued a warning that members of the FIN7 cybercrime group have been targeting companies in the retail , restaurant , and hotel industries with BadUSB attacks designed to deliver REvil or BlackMatter ransomware .",['BadUSB'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
An evil maid attack can also be done by replacing the victim 's device with an identical device .,['evil maid attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Limiting the permissions on the database login used by the web application to only what is needed may help reduce the effectiveness of any SQL injection attacks that exploit any bugs in the web application .,['SQL injection attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Usually , booting the infected computer in safe mode allows an anti-spyware program a better chance of removing persistent spyware .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Privilege escalation is the act of exploiting a bug , a design flaw , or a configuration oversight in an operating system or software application to gain elevated access to resources that are normally protected from an application or user .",['Privilege escalation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A frame injection attack is an attack on Internet Explorer 5 , Internet Explorer 6 and Internet Explorer 7 to load arbitrary code in the browser .",['frame injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
SMS Spoofing occurs when a sender manipulates address information .,['SMS Spoofing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Stagefright is the name given to a group of software bugs that affect versions from 2.2 "" Froyo "" up until 5.1.1 "" Lollipop "" of the Android operating system exposing an estimated 950 million devices ( 95% of all Android devices ) at the time .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Nowadays , it is commonly used in drive-by download attacks , where a victim visits a malicious webpage that in turn attempts to run such a download and execute shellcode in order to install software on the victim 's machine .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The problem of buffer overflows is common in the C and C++ languages because they expose low level representational details of buffers as containers for data types .,['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A new vector for composing dynamic CSRF attacks was presented by Oren Ofer at a local OWASP chapter meeting in January 2012 – "" AJAX Hammer – Dynamic CSRF "" .","['CSRF attacks', 'CSRF']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Researchers discovered a related bug , CVE-2021-45046 , that allows local or remote code execution in certain non-default configurations and was fixed in version 2.16.0 , which disabled all features using JNDI and support for message lookups .",['CVE-2021-45046'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Covert channels can tunnel through secure operating systems and require special measures to control .,['Covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As a part of a subsequent investigation by the Federal Trade Commission , it was revealed that Epic Marketplace had used history sniffing code as a part of advertisements in over 24,000 web domains , including ESPN and Papa Johns .",['history sniffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
SIGRed ( CVE - ) is a security vulnerability discovered in Microsoft 's Domain Name System ( DNS ) implementation of Windows Server versions from 2003 to 2019 .,['SIGRed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At first , Spectre patches were reported to significantly slow down performance , especially on older computers .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
